ID,RUC UBB,COD_DISTRI,FECHA DELITO,HORA,HOUR,DIA,DIA SEMANA,MES,AÑO,LUGAR OCURRENCIA,SITIO SUCESO,DOMICILIO,TIPO_ARMA,DIR_DELITO,DIR_GEOCODIFICADA,LAT,LON,DELITO
20477,RPS_2015_0029,5,2015-01-28 05:40:00,05:40:00,05,Wednesday,MIERCOLES,January,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,ALEMANIA CON GRECIA,NAN,ALEMANIA  HUALPEN CHILE,"ALEMANIA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7950334,-73.1060074,ROBO POR SORPRESA. ART. 436
20480,RCI_2015_0043,1,2015-01-28 12:30:00,12:30:00,12,Wednesday,MIERCOLES,January,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,GRAN BRETANA CON LAS GOLONDRINAS,NAN,GRAN BRETANA  HUALPEN CHILE,"GRAN BRETAï¿½A, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.802749,-73.105416,ROBO CON INTIMIDACION. ART. 433
20483,RCI_2015_0044,5,2015-01-28 19:15:00,19:15:00,19,Wednesday,MIERCOLES,January,2015,BIENES NACIONALES USO PUBLICO,CARRETERAS Y CAMINOS,ALEMANIA CON FINLANDIA,NAN,ALEMANIA  HUALPEN CHILE,"ALEMANIA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7950334,-73.1060074,ROBO CON INTIMIDACION. ART. 433
20489,RBNUP_2015_0028,5,2015-01-30 13:45:00,13:45:00,13,Friday,VIERNES,January,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,POSTDAM #445,NAN,POSTDAM 445 HUALPEN CHILE,"CALLE POSTDAM, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7935287,-73.1066532,ROBO EN BIENES NAC
20490,RBNUP_2015_0029,6,2015-01-30 18:00:00,18:00:00,18,Friday,VIERNES,January,2015,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,AVENIDA COSTANERA #9781,NAN,AVENIDA COSTANERA 9781 HUALPEN CHILE,"EASY, 9781, AVENIDA COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.8080154,-73.0885428,ROBO EN BIENES NAC
20492,RBNUP_2015_0030,6,2015-01-30 21:00:00,21:00:00,21,Friday,VIERNES,January,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,BALDOMERO LILLO CON 8854,NAN,BALDOMERO LILLO CON 8854 HUALPEN CHILE,"PASAJE BALDOMERO LILLO, CONCEPCION, BIO-BIO 460, CHILE",-36.79791,-73.08736,ROBO EN BIENES NAC
20493,RBNUP_2015_0031,6,2015-01-30 21:54:00,21:54:00,21,Friday,VIERNES,January,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,PADRE LAS CASAS #618,NAN,PADRE LAS CASAS 618 HUALPEN CHILE,"PADRE LAS CASAS, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.8043651,-73.0882235,ROBO EN BIENES NAC
20498,RVM_2015_0044,4,2015-01-30 23:00:00,23:00:00,23,Friday,VIERNES,January,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CRISTOBAL COLON #8076,NAN,CRISTOBAL COLON 8076 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON 8076, CONCEPCION, BIO-BIO 460, CHILE",-36.78832,-73.08711,ROBO DE VEHICULO MOTORIZADO ART. 443
20499,RVM_2015_0045,6,2015-01-31 01:00:00,01:00:00,01,Saturday,SABADO,January,2015,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,TREHUACO #511,NAN,TREHUACO 511 HUALPEN CHILE,"TREHUACO, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7991332,-73.0987303,ROBO DE VEHICULO MOTORIZADO ART. 443
20500,RBNUP_2015_0032,6,2015-01-31 02:18:00,02:18:00,02,Saturday,SABADO,January,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,BALDOMERO LILLO #8875,NAN,BALDOMERO LILLO 8875 HUALPEN CHILE,"BALDOMERO LILLO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7975314,-73.0873026,ROBO EN BIENES NAC
20501,RLNH_2015_0048,4,2015-01-31 07:00:00,07:00:00,07,Saturday,SABADO,January,2015,ESTABLECIMIENTO PRODUCTIVO,INDUSTRIA,PUERTO CISNE #8341,NAN,PUERTO CISNE 8341 HUALPEN CHILE,"CALLE PUERTO CISNES 8341, CONCEPCION, BIO-BIO 460, CHILE",-36.79068,-73.08726,ROBO EN LUGAR NO HABITADO. ART. 442
20503,RBNUP_2015_0033,4,2015-01-31 16:40:00,16:40:00,16,Saturday,SABADO,January,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CRISTOBAL COLON #7948,NAN,CRISTOBAL COLON 7948 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON 7948, CONCEPCION, BIO-BIO 460, CHILE",-36.78673,-73.08685,ROBO EN BIENES NAC
20504,RBNUP_2015_0034,3,2015-01-31 17:15:00,17:15:00,17,Saturday,SABADO,January,2015,ESTABLECIMIENTO COMERCIAL,TIENDA COMERCIAL,JORGE ALESSANDRI RODRIGUEZ #9200,NAN,JORGE ALESSANDRI RODRIGUEZ 9200 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI RODRIGUEZ, CONCEPCION, BIO-BIO 430, CHILE",-36.79369,-73.06923,ROBO EN BIENES NAC
20506,RLNH_2015_0049,3,2015-02-01 01:05:00,01:05:00,01,Sunday,DOMINGO,February,2015,ESTABLECIMIENTO COMERCIAL,CAJERO AUTOMATICO,COLON #7948,NAN,COLON 7948 HUALPEN CHILE,"COLEGIO CRISTOBAL COLON, CALLE POSTDAM, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.80078395,-73.08366451,ROBO EN LUGAR NO HABITADO. ART. 442
20508,RCV_2015_0023,1,2015-02-01 02:00:00,02:00:00,02,Sunday,DOMINGO,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,GRAN BRETANA CON BREMEN,NAN,GRAN BRETANA  HUALPEN CHILE,"GRAN BRETAï¿½A, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.802749,-73.105416,ROBO CON VIOLENCIA
20509,RLNH_2015_0050,4,2015-02-01 03:15:00,03:15:00,03,Sunday,DOMINGO,February,2015,ESTABLECIMIENTO COMERCIAL,AUTOSERVICIO,CRISTOBAL COLON #7948,NAN,CRISTOBAL COLON 7948 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON 7948, CONCEPCION, BIO-BIO 460, CHILE",-36.78673,-73.08685,ROBO EN LUGAR NO HABITADO. ART. 442
20510,RVM_2015_0046,3,2015-02-01 13:00:00,13:00:00,13,Sunday,DOMINGO,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,SANTA MARIA #7493,NAN,SANTA MARIA 7493 HUALPEN CHILE,"AVENIDA SANTA MARIA, CONCEPCION, BIO-BIO 406, CHILE",-36.788,-73.08092,ROBO DE VEHICULO MOTORIZADO ART. 443
20511,RVM_2015_0047,5,2015-02-01 17:00:00,17:00:00,17,Sunday,DOMINGO,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,PAMPLONA #939,NAN,PAMPLONA 939 HUALPEN CHILE,"PAMPLONA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7936609,-73.0994872,ROBO DE VEHICULO MOTORIZADO ART. 443
20512,RLH_2015_0058,2,2015-02-01 18:30:00,18:30:00,18,Sunday,DOMINGO,February,2015,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,MONACO #1788,NAN,MONACO 1788 HUALPEN CHILE,"MONACO, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7883513,-73.1076629,ROBO EN LUGAR HABITADO ART. 440
20513,RVM_2015_0048,4,2015-02-01 21:30:00,21:30:00,21,Sunday,DOMINGO,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CALBUCO #8620,NAN,CALBUCO 8620 HUALPEN CHILE,"CALBUCO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7892375,-73.0904007,ROBO DE VEHICULO MOTORIZADO ART. 443
20514,RLH_2015_0059,3,2015-02-01 23:25:00,23:25:00,23,Sunday,DOMINGO,February,2015,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,PASAJE SAN VALENTIN #401,NAN,PASAJE SAN VALENTIN 401 HUALPEN CHILE,"PASAJE SAN VALENTIN, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7889456,-73.0820368,ROBO EN LUGAR HABITADO ART. 440
20515,RLNH_2015_0051,3,2015-02-02 01:25:00,01:25:00,01,Monday,LUNES,February,2015,ORGANIZACION PUBLICO Y/O SOCIAL,CENTROS DE ASISTENCIA MEDICA,JORGE ALESSANDRI RODRIGUEZ #8720,NAN,JORGE ALESSANDRI RODRIGUEZ 8720 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI RODRIGUEZ, CONCEPCION, BIO-BIO 430, CHILE",-36.79369,-73.06923,ROBO EN LUGAR NO HABITADO. ART. 442
20516,RPS_2015_0031,5,2015-02-02 08:10:00,08:10:00,08,Monday,LUNES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,PATRIA VIEJA CON ALEMANIA,NAN,PATRIA VIEJA  HUALPEN CHILE,"PATRIA VIEJA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7895624,-73.1014707,ROBO POR SORPRESA. ART. 436
20517,RLNH_2015_0052,1,2015-02-02 08:30:00,08:30:00,08,Monday,LUNES,February,2015,ESTABLECIMIENTO EDUCACIONAL,ESCOLAR,GRAN BRETA?A CON S/N,NAN,GRAN BRETAï¿½A  HUALPEN CHILE,"GRAN BRETAï¿½A, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.802749,-73.105416,ROBO EN LUGAR NO HABITADO. ART. 442
20522,RCV_2015_0024,6,2015-02-02 20:00:00,20:00:00,20,Monday,LUNES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,LOS ESCRITORES CON PILPILCO,NAN,LOS ESCRITORES  HUALPEN CHILE,"AVENIDA LOS ESCRITORES, CONCEPCION, BIO-BIO, CHILE",-36.79794,-73.09251,ROBO CON VIOLENCIA
20523,RBNUP_2015_0035,4,2015-02-02 20:15:00,20:15:00,20,Monday,LUNES,February,2015,ESTABLECIMIENTO COMERCIAL,AUTOSERVICIO,CRISTOBAL COLON #7948,NAN,CRISTOBAL COLON 7948 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON 7948, CONCEPCION, BIO-BIO 460, CHILE",-36.78673,-73.08685,ROBO EN BIENES NAC
20524,RPS_2015_0032,2,2015-02-02 21:45:00,21:45:00,21,Monday,LUNES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,BELGICA CON SUIZA,NAN,BELGICA  HUALPEN CHILE,"BELGICA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7824015,-73.1073705,ROBO POR SORPRESA. ART. 436
20525,RVM_2015_0049,2,2015-02-02 22:15:00,22:15:00,22,Monday,LUNES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,BUCAREST #2749,NAN,BUCAREST 2749 HUALPEN CHILE,"BUCAREST, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7800757,-73.1012812,ROBO DE VEHICULO MOTORIZADO ART. 443
20530,RCI_2015_0050,3,2015-02-03 17:20:00,17:20:00,17,Tuesday,MARTES,February,2015,ESTABLECIMIENTO COMERCIAL,SERVICENTRO,CRISTOBAL COLON #7601,NAN,CRISTOBAL COLON 7601 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON 7601, CONCEPCION, BIO-BIO 460, CHILE",-36.78438,-73.08633,ROBO CON INTIMIDACION. ART. 433
20531,RBNUP_2015_0037,3,2015-02-03 20:50:00,20:50:00,20,Tuesday,MARTES,February,2015,ESTABLECIMIENTO COMERCIAL,AUTOSERVICIO,RUTA O-060 #9781,NAN,RUTA O-060 9781 HUALPEN CHILE,"CALLE O'HIGGINS & RUTA 154, CONCEPCION, BIO-BIO 430, CHILE",-36.78501,-73.0774,ROBO EN BIENES NAC
18702,RVM_2014_0543,1,2014-08-17 00:00:00,00:00:00,00,Sunday,DOMINGO,August,2014,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,CAMINO LENGA CON CALETA LENGA ,NAN,CAMINO LENGA  HUALPEN CHILE,"LENGA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.7674406,-73.1763482,ROBO DE VEHICULO MOTORIZADO ART. 443
20537,RLNH_2015_0056,1,2015-02-04 08:00:00,08:00:00,08,Wednesday,MIERCOLES,February,2015,ESTABLECIMIENTO PRODUCTIVO,INDUSTRIA,CAMINO LENGA #2001,NAN,CAMINO LENGA 2001 HUALPEN CHILE,"LENGA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.7674406,-73.1763482,ROBO EN LUGAR NO HABITADO. ART. 442
20539,RLH_2015_0062,6,2015-02-04 16:00:00,16:00:00,16,Wednesday,MIERCOLES,February,2015,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,RECONQUISTA #3897,NAN,RECONQUISTA 3897 HUALPEN CHILE,"LA RECONQUISTA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7981102,-73.099802,ROBO EN LUGAR HABITADO ART. 440
20541,RLNH_2015_0058,3,2015-02-04 20:30:00,20:30:00,20,Wednesday,MIERCOLES,February,2015,ESTABLECIMIENTO EDUCACIONAL,SUPERIOR,ARTEAGA ALEMPARTE #943,NAN,ARTEAGA ALEMPARTE 943 HUALPEN CHILE,"UNIVERSIDAD TECNICA FEDERICO SANTA MARIA, 943, ARTEAGA ALEMPARTE, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.78545425,-73.08417871,ROBO EN LUGAR NO HABITADO. ART. 442
20547,RVM_2015_0052,2,2015-02-05 10:00:00,10:00:00,10,Thursday,JUEVES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,GRECIA #702,NAN,GRECIA 702 HUALPEN CHILE,"AVENIDA GRECIA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7866266,-73.0959639,ROBO DE VEHICULO MOTORIZADO ART. 443
20548,RBNUP_2015_0040,3,2015-02-05 12:00:00,12:00:00,12,Thursday,JUEVES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,PUREN #9379,NAN,PUREN 9379 HUALPEN CHILE,"PUREN, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4300525, CHILE",-36.797954,-73.0818842,ROBO EN BIENES NAC
20559,RVM_2015_0054,5,2015-02-06 12:01:00,12:01:00,12,Friday,VIERNES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,SABADELL #3816,NAN,SABADELL 3816 HUALPEN CHILE,"SABADELL, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7892849,-73.1057716,ROBO DE VEHICULO MOTORIZADO ART. 443
20560,RBNUP_2015_0045,4,2015-02-06 19:15:00,19:15:00,19,Friday,VIERNES,February,2015,BIENES NACIONALES USO PUBLICO,ESTACIONAMIENTO ABIERTO,CRISTOBAL COLON #7948,NAN,CRISTOBAL COLON 7948 HUALPEN CHILE,"AVENIDA CRISTOBAL COLON 7948, CONCEPCION, BIO-BIO 460, CHILE",-36.78673,-73.08685,ROBO EN BIENES NAC
20563,RBNUP_2015_0046,2,2015-02-07 03:20:00,03:20:00,03,Saturday,SABADO,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,NAPOLES #3047,NAN,NAPOLES 3047 HUALPEN CHILE,"NAPOLES, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7818415,-73.0984378,ROBO EN BIENES NAC
20567,RLH_2015_0069,1,2015-02-07 10:30:00,10:30:00,10,Saturday,SABADO,February,2015,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,ROMA #4098,NAN,ROMA 4098 HUALPEN CHILE,"ROMA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7947816,-73.1086477,ROBO EN LUGAR HABITADO ART. 440
20570,RCI_2015_0053,2,2015-02-07 22:30:00,22:30:00,22,Saturday,SABADO,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,NORUEGA CON LONDRES,NAN,NORUEGA  HUALPEN CHILE,"NORUEGA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7783546,-73.107279,ROBO CON INTIMIDACION. ART. 433
20572,RLH_2015_0071,1,2015-02-08 06:15:00,06:15:00,06,Sunday,DOMINGO,February,2015,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,ALMERIA #4297,NAN,ALMERIA 4297 HUALPEN CHILE,"PASAJE ALMERIA, JARDINES DE LA FLOR, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.79514165,-73.11356996,ROBO EN LUGAR HABITADO ART. 440
20575,RLH_2015_0073,2,2015-02-08 23:40:00,23:40:00,23,Sunday,DOMINGO,February,2015,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,VALENCIA #3179,NAN,VALENCIA 3179 HUALPEN CHILE,"VALENCIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7855161,-73.1004382,ROBO EN LUGAR HABITADO ART. 440
20583,RCI_2015_0054,6,2015-02-09 17:30:00,17:30:00,17,Monday,LUNES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,RECONQUISTA CON CORRAL,NAN,RECONQUISTA  HUALPEN CHILE,"LA RECONQUISTA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600000, CHILE",-36.7981102,-73.099802,ROBO CON INTIMIDACION. ART. 433
20586,RLH_2015_0077,2,2015-02-09 20:00:00,20:00:00,20,Monday,LUNES,February,2015,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,ALTONA #4294,NAN,ALTONA 4294 HUALPEN CHILE,"ALTONA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7821185,-73.0997934,ROBO EN LUGAR HABITADO ART. 440
20592,RLNH_2015_0066,2,2015-02-10 08:35:00,08:35:00,08,Tuesday,MARTES,February,2015,ESTABLECIMIENTO EDUCACIONAL,ESCOLAR,BULGARIA #3421,NAN,BULGARIA 3421 HUALPEN CHILE,"BULGARIA, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7817712,-73.1040398,ROBO EN LUGAR NO HABITADO. ART. 442
20596,RPS_2015_0038,6,2015-02-10 14:30:00,14:30:00,14,Tuesday,MARTES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,ï¿½IPAS CON UNO,NAN,ï¿½IPAS  HUALPEN CHILE,"CALLE NIPAS, CONCEPCION, BIO-BIO 460, CHILE",-36.80067,-73.09659,ROBO POR SORPRESA. ART. 436
20597,RLH_2015_0080,1,2015-02-10 17:00:00,17:00:00,17,Tuesday,MARTES,February,2015,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,GIBRALTAR #2425,NAN,GIBRALTAR 2425 HUALPEN CHILE,"GIBRALTAR, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7795296,-73.1143056,ROBO EN LUGAR HABITADO ART. 440
20599,RPS_2015_0039,2,2015-02-10 20:00:00,20:00:00,20,Tuesday,MARTES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,LAS GOLONDRINAS #1123,NAN,LAS GOLONDRINAS 1123 HUALPEN CHILE,"LAS GOLONDRINAS, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7808053,-73.0948644,ROBO POR SORPRESA. ART. 436
20600,RBNUP_2015_0049,3,2015-02-10 20:30:00,20:30:00,20,Tuesday,MARTES,February,2015,OTROS LUGARES NO CLASIFICADOS,SITIO ERIAZO PARTICULAR,JORGE ALESSANDRI RODRIGUEZ #9000,NAN,JORGE ALESSANDRI RODRIGUEZ 9000 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI RODRIGUEZ, CONCEPCION, BIO-BIO 430, CHILE",-36.79369,-73.06923,ROBO EN BIENES NAC
20601,RVM_2015_0060,3,2015-02-11 01:30:00,01:30:00,01,Wednesday,MIERCOLES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,SANTA MARIA #7450,NAN,SANTA MARIA 7450 HUALPEN CHILE,"AVENIDA SANTA MARIA 7450, CONCEPCION, BIO-BIO 460, CHILE",-36.78601,-73.08004,ROBO DE VEHICULO MOTORIZADO ART. 443
20602,RLH_2015_0082,2,2015-02-11 03:15:00,03:15:00,03,Wednesday,MIERCOLES,February,2015,LUGAR HABITADO O DESTINADO A LA HABITACION Y SUS DEPENDECIAS,VIVIENDA,OSLO #2926,NAN,OSLO 2926 HUALPEN CHILE,"OSLO, PADRE HURTADO, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7837659,-73.1053904,ROBO EN LUGAR HABITADO ART. 440
20603,RCI_2015_0055,5,2015-02-11 07:30:00,07:30:00,07,Wednesday,MIERCOLES,February,2015,BIENES NACIONALES USO PUBLICO,VEHICULO EN VIA PUBLICA,CHIPRE CON LETONIA,NAN,CHIPRE  HUALPEN CHILE,"CHIPRE, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7992025,-73.1041125,ROBO CON INTIMIDACION. ART. 433
20611,RVM_2015_0063,5,2015-02-12 02:50:00,02:50:00,02,Thursday,JUEVES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,MERIDA #4440,NAN,MERIDA 4440 HUALPEN CHILE,"PASAJE MERIDA, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7976744,-73.103214,ROBO DE VEHICULO MOTORIZADO ART. 443
20613,RCI_2015_0056,1,2015-02-12 04:00:00,04:00:00,04,Thursday,JUEVES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,GRAN BRETANA CON GRECIA,NAN,GRAN BRETANA  HUALPEN CHILE,"GRAN BRETAï¿½A, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.802749,-73.105416,ROBO CON INTIMIDACION. ART. 433
20623,RVM_2015_0066,1,2015-02-13 13:29:00,13:29:00,13,Friday,VIERNES,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,GRAN BRETANA #3878,NAN,GRAN BRETANA 3878 HUALPEN CHILE,"GRAN BRETAï¿½A, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.802749,-73.105416,ROBO DE VEHICULO MOTORIZADO ART. 443
20538,RLNH_2015_0057,1,2015-02-04 09:00:00,09:00:00,09,Wednesday,MIERCOLES,February,2015,ESTABLECIMIENTO PRODUCTIVO,INDUSTRIA,CAMINO LENGA #3555,NAN,CAMINO LENGA 3555 HUALPEN CHILE,"LENGA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, CHILE",-36.7674406,-73.1763482,ROBO EN LUGAR NO HABITADO. ART. 442
20626,RVM_2015_0067,3,2015-02-13 21:30:00,21:30:00,21,Friday,VIERNES,February,2015,ESTABLECIMIENTO COMERCIAL,AUTOSERVICIO,JORGE ALESSANDRI RODRIGUEZ #9000,NAN,JORGE ALESSANDRI RODRIGUEZ 9000 HUALPEN CHILE,"AVENIDA JORGE ALESSANDRI RODRIGUEZ, CONCEPCION, BIO-BIO 430, CHILE",-36.79369,-73.06923,ROBO DE VEHICULO MOTORIZADO ART. 443
20629,RPS_2015_0042,5,2015-02-14 08:00:00,08:00:00,08,Saturday,SABADO,February,2015,OTROS LUGARES NO CLASIFICADOS,CEMENTERIOS,BREMEN,NAN,BREMEN  HUALPEN CHILE,"BREMEN, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.7955944,-73.0994482,ROBO POR SORPRESA. ART. 436
20630,RLNH_2015_0072,1,2015-02-14 08:35:00,08:35:00,08,Saturday,SABADO,February,2015,ESTABLECIMIENTO EDUCACIONAL,ESCOLAR,GRAN BRETANA CON YUGOSLAVIA,NAN,GRAN BRETANA  HUALPEN CHILE,"GRAN BRETAï¿½A, ALTO COSTANERA, HUALPEN, PROVINCIA DE CONCEPCION, REGION DEL BIOBIO, 4600770, CHILE",-36.802749,-73.105416,ROBO EN LUGAR NO HABITADO. ART. 442
20638,RPS_2015_0045,3,2015-02-14 20:30:00,20:30:00,20,Saturday,SABADO,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,"CALLE 21, CASA #2609",NAN,CALLE 21 CASA 2609 HUALPEN CHILE,"CALLE 21 DE MAYO, CONCEPCION, BIO-BIO 460, CHILE",-36.79979,-73.07971,ROBO POR SORPRESA. ART. 436
20642,RCV_2015_0028,2,2015-02-15 05:30:00,05:30:00,05,Sunday,DOMINGO,February,2015,BIENES NACIONALES USO PUBLICO,VIA PUBLICA URBANA,ALTONA NRO. #3033,NAN,ALTONA NRO. 3033 HUALPEN CHILE,"CALLE ALTONA 3033, CONCEPCION, BIO-BIO 460, CHILE",-36.78494,-73.0998,ROBO CON VIOLENCIA
