codigo_aeropuerto;nombre;latitud;longitud;altura;zona_horaria;horario_verano;zona_horaria_iana
ISN;Sloulin Fld Intl;48.177.939;-103.642.347;1982;-6;A;America/Chicago
ISO;Kinston Regional Jetport;35.331.389;-77.608.889;94;-5;A;America/New_York
ISP;Long Island Mac Arthur;4.079.525;-73.100.222;99;-5;A;America/New_York
ISW;Alexander Field South Wood County Airport;443.606.456;-898.381.412;1021;-6;A;America/Chicago
ITH;Ithaca Tompkins Rgnl;42.491.028;-76.458.444;1099;-5;A;America/New_York
ITO;Hilo Intl;19.721.375;-155.048.469;38;-10;N;Pacific/Honolulu
IWD;Gogebic Iron County Airport;465.274.747;-901.313.967;1230;-6;U;America/Chicago
IWS;West Houston;29.818.194;-95.672.611;111;-6;A;America/Chicago
IYK;Inyokern Airport;35.658.889;-117.829.444;2455;-8;A;America/Los_Angeles
IZG;Eastern Slopes Regional;439.911.389;-709.478.889;455;-5;A;America/New_York
JAC;Jackson Hole Airport;43.607.333.333;-11.073.775;6451;-7;A;America/Denver
JAN;Jackson Evers Intl;32.311.167;-90.075.889;346;-6;A;America/Chicago
JAX;Jacksonville Intl;30.494.056;-81.687.861;30;-5;A;America/New_York
JBR;Jonesboro Muni;35.831.708;-90.646.417;262;-6;A;America/Chicago
JCI;New Century AirCenter Airport;388.309.167;-948.903.056;1087;-6;A;America/Chicago
JEF;Jefferson City Memorial Airport;385.912;-921.561;549;-6;A;America/Chicago
JES;Jesup-Wayne County Airport;31.553.889;-818.825;107;-5;A;America/New_York
JFK;John F Kennedy Intl;40.639.751;-73.778.925;13;-5;A;America/New_York
JGC;Grand Canyon Heliport;3.596.666.666;-11.213.333.333;2500;-7;A;America/Phoenix
JHM;Kapalua;20.962.936;-156.673.031;256;-10;N;Pacific/Honolulu
JHW;Chautauqua County-Jamestown;42.153.333;-79.258.056;525;-5;A;America/New_York
JKA;Jack Edwards Airport;302.896.389;-876.717.778;17;-6;A;America/Chicago
JLN;Joplin Rgnl;37.151.814;-94.498.269;981;-6;A;America/Chicago
JMS;Jamestown Regional Airport;469.297;-986.782;1498;-6;A;America/Chicago
JNU;Juneau Intl;58.354.972;-134.576.278;21;-9;A;America/Anchorage
JOT;Regional Airport;41.517.778;-88.175.556;582;-6;A;America/Chicago
JRA;West 30th St. Heliport;407.545;-740.071;7;-5;A;America/New_York
JRB;Wall Street Heliport;40.701.214;-74.009.028;7;-5;A;America/New_York
JST;John Murtha Johnstown-Cambria County Airport;40.316.111;-78.833.889;2284;-5;A;America/New_York
JVL;Southern Wisconsin Regional Airport;4.262.025;-890.415.556;808;-6;A;America/Chicago
JXN;Reynolds Field;42.260.556;-84.460.556;1001;-5;A;America/New_York
JYL;Plantation Airpark;326.452.778;-815.971.111;188;-5;A;America/New_York
JYO;Leesburg Executive Airport;39.078;-77.558;389;-5;A;America/New_York
JZP;Pickens County Airport;344.534.722;-844.572.222;1535;-5;A;America/New_York
K03;Wainwright As;70.613.378;-15.986.035;35;-9;A;America/Anchorage
K27;Burrello-Mechanicville Airport;42.893.133;-73.668.450.000.000.000;195;-5;A;America/New_York
K83;Sabetha Municipal;395.425;-954.677;1330;-6;A;America/Chicago
KAE;Kake Seaplane Base;56.973.056;-133.945.556;0;-9;A;America/Anchorage
KAL;Kaltag Airport;643.191;-158.741;187;-9;A;America/Anchorage
KBC;Birch Creek Airport;66.256.708;-145.815.319;450;-9;A;America/Anchorage
KBW;Chignik Bay Seaplane Base;56.295.556;-158.401.398;0;-9;A;America/Anchorage
KCC;Coffman Cove Seaplane Base;56.014.722;-132.833.889;0;-9;A;America/Anchorage
KCL;Chignik Lagoon Airport;56.311.111;-158.534.167;25;-9;A;America/Anchorage
KCQ;Chignik Lake Airport;56.255;-158.775.278;50;-9;A;America/Anchorage
KEH;Kenmore Air Harbor Inc Seaplane Base;477.548;-122.259;14;-8;A;America/Los_Angeles
KEK;Ekwok Airport;59.356.944;-157.471.111;135;-9;A;America/Anchorage
KFP;False Pass Airport;548.475;-163.410.278;20;-9;A;America/Anchorage
KGK;Koliganek Airport;59.726.667;-157.259.444;269;-9;A;America/Anchorage
KGX;Grayling Airport;62.894.444;-160.065;99;-9;A;America/Anchorage
KKA;Koyuk Alfred Adams Airport;64.939.444;-161.154.167;154;-9;A;America/Anchorage
KKB;Kitoi Bay Seaplane Base;58.190.833;-152.370.556;0;-9;A;America/Anchorage
KKH;Kongiganak Airport;59.960.833;-162.881.111;30;-9;A;America/Anchorage
KLG;Kalskag Airport;615.363;-160.341;55;-9;A;America/Anchorage
KLL;Levelock Airport;59.128.056;-156.858.611;39;-9;A;America/Anchorage
KLN;Larsen Bay Airport;57.535;-153.976.667;87;-9;A;America/Anchorage
KLS;Kelso Longview;46.118;-122.898.389;20;-8;A;America/Los_Angeles
KLW;Klawock Airport;55.579.167;-133.076.111;80;-9;A;America/Anchorage
KMO;Manokotak Airport;58.990.278.000.000.000;-159.05;51;-9;A;America/Anchorage
KMY;Moser Bay Seaplane Base;57.025.556;-154.145.833;0;-9;A;America/Anchorage
KNW;New Stuyahok Airport;594.499;-157.328;302;-9;A;America/Anchorage
KOA;Kona Intl At Keahole;19.738.767;-156.045.631;47;-10;N;Pacific/Honolulu
KOT;Kotlik Airport;63.030.556;-163.532.778;15;-9;A;America/Anchorage
KOY;Olga Bay Seaplane Base;57.161.389;-154.229.722;0;-9;A;America/Anchorage
KOZ;Ouzinkie Airport;57.922.876;-152.500.511;55;-9;A;America/Anchorage
KPB;Point Baker Seaplane Base;56.351.944;-1.336.225;0;-9;A;America/Anchorage
KPC;Port Clarence Coast Guard Station;652.537;-166.859;10;-9;A;America/Anchorage
KPN;Kipnuk Airport;59.933.056;-164.030.556;11;-9;A;America/Anchorage
KPR;Port Williams Seaplane Base;58.49;-152.582.222;0;-9;A;America/Anchorage
KPV;Perryville Airport;55.906.667;-159.160.833;29;-9;A;America/Anchorage
KPY;Port Bailey Seaplane Base;57.93;-153.040.556;0;-9;A;America/Anchorage
KQA;Akutan Seaplane Base;541.325;-165.785;0;-9;A;America/Anchorage
KSM;St Marys Airport;620.605;-163.302;311;-9;A;America/Anchorage
KTB;Thorne Bay Seaplane Base;55.688.056;-132.536.667;0;-9;A;America/Anchorage
KTN;Ketchikan Intl;55.355.556;-13.171.375;88;-9;A;America/Anchorage
KTS;Brevig Mission Airport;65.331.389;-166.465.833;35;-9;A;America/Anchorage
KUK;Kasigluk Airport;60.873.333;-162.524.444;40;-9;A;America/Anchorage
KVC;King Cove Airport;551.163;-162.266;155;-9;A;America/Anchorage
KVL;Kivalina Airport;677.362;-164.563;13;-9;A;America/Anchorage
KWK;Kwigillingok Airport;59.876.389;-163.168.611;18;-9;A;America/Anchorage
KWN;Quinhagak Airport;59.755;-161.845.278;42;-9;A;America/Anchorage
KWP;West Point Village Seaplane Base;57.77;-153.548.889;0;-9;A;America/Anchorage
KWT;Kwethluk Airport;60.790.278;-161.443.611;30;-9;A;America/Anchorage
KYK;Karuluk Airport;57.566.944;-154.450.278;137;-9;A;America/Anchorage
KYU;Koyukuk Airport;64.875.833;-157.730.556;149;-9;A;America/Anchorage
KZB;Zachar Bay Seaplane Base;57.55;-153.75;0;-9;A;America/Anchorage
L06;Furnace Creek;36.273;-116.515;0;-8;A;America/Los_Angeles
L35;Big Bear City;342.637.778;-1.168.560.278;6725;-8;A;America/Los_Angeles
L52;Oceano County Airport;3.510.147.222;-12.062.236.111;14;-8;U;America/Los_Angeles
LAA;Lamar Muni;38.069.694;-1.026.885;3706;-7;A;America/Denver
LAF;Purude University Airport;404.123.056;-869.368.889;606;-5;A;America/New_York
LAL;Lakeland Linder Regional Airport;279.889.167;-820.185.556;142;-5;A;America/New_York
LAM;Los Alamos Airport;358.798.019;-1.062.694.153;7171;-7;A;America/Denver
LAN;Capital City;427.787;-84.587.357;861;-5;A;America/New_York
LAR;Laramie Regional Airport;413.121;-105.675;7284;-7;A;America/Denver
LAS;Mc Carran Intl;36.080.056;-11.515.225;2141;-8;A;America/Los_Angeles
LAW;Lawton-Fort Sill Regional Airport;345.677.144;-984.166.367;1110;-6;A;America/Chicago
LAX;Los Angeles Intl;33.942.536;-118.408.075;126;-8;A;America/Los_Angeles
LBB;Lubbock Preston Smith Intl;33.663.639;-101.822.778;3282;-6;A;America/Chicago
LBE;Arnold Palmer Regional Airport;402.759;-794.048;1185;-5;A;America/New_York
LBF;North Platte Regional Airport Lee Bird Field;411.262;-100.684;2776;-6;A;America/Chicago
LBL;Liberal Muni;37.044.222;-10.095.986;2885;-6;A;America/Chicago
LBT;Municipal Airport;346.098.056;-790.595.556;125;-5;A;America/New_York
LCH;Lake Charles Rgnl;30.126.112;-93.223.335;15;-6;A;America/Chicago
LCK;Rickenbacker Intl;39.813.786;-82.927.822;744;-5;A;America/New_York
LCQ;Lake City Municipal Airport;30.181.944;-82.576.944;201;-5;A;America/New_York
LDJ;Linden Airport;406.174.472;-742.445.942;23;-5;A;America/New_York
LEB;Lebanon Municipal Airport;436.261;-723.042;603;-5;A;America/New_York
LEW;Lewiston Maine;440.484.728;-702.835.075;288;-5;A;America/New_York
LEX;Blue Grass;380.365;-84.605.889;979;-5;A;America/New_York
LFI;Langley Afb;37.082.881;-76.360.547;11;-5;A;America/New_York
LFK;Angelina Co;31.234.014;-94.75;296;-6;A;America/Chicago
LFT;Lafayette Rgnl;30.205.278;-91.987.611;43;-6;A;America/Chicago
LGA;La Guardia;40.777.245;-73.872.608;22;-5;A;America/New_York
LGB;Long Beach;33.817.722;-118.151.611;60;-8;A;America/Los_Angeles
LGC;LaGrange-Callaway Airport;330.088.611;-850.726.111;694;-5;A;America/New_York
LGU;Logan-Cache;41.791;-111.852;4457;-7;A;America/Denver
LHD;Lake Hood Seaplane Base;611.866.382;-1.499.653.918;71;-9;A;America/Anchorage
LHM;Lincoln Regional Airport Karl Harder Field;389.091.667;-1.213.513.333;121;-8;A;America/Los_Angeles
LHV;William T. Piper Mem.;411.357.778;-774.223.056;556;-5;A;America/New_York
LHX;La Junta Muni;38.049.719;-103.509.431;4238;-7;A;America/Denver
LIH;Lihue;21.975.983;-159.338.958;153;-10;N;Pacific/Honolulu
LIT;Adams Fld;34.729.444;-92.224.306;262;-6;A;America/Chicago
LIV;Livingood Airport;65.531.111;-148.541.111;696;-9;A;America/Anchorage
LKE;Kenmore Air Harbor Seaplane Base;47.629;-122.339;14;-8;A;America/Los_Angeles
LKK;Kulik Lake Airport;5.896.591;-155.108.089;1000;-9;U;America/Anchorage
LKP;Lake Placid Airport;44.264.444;-73.961.944;1747;-5;A;America/New_York
LMT;Klamath Falls Airport;421.561;-121.733;4095;-8;A;America/Los_Angeles
LNA;Palm Beach Co Park;26.593;-80.085.056;14;-5;A;America/New_York
LNK;Lincoln;40.850.971;-9.675.925;1219;-6;A;America/Chicago
LNN;Lost Nation Municipal Airport;416.840.278;-8.138.975;626;-5;A;America/New_York
LNR;Tri-County Regional Airport;43.211.667;-90.181.667;718;-6;A;America/Chicago
LNS;Lancaster Airport;401.217;-762.961;403;-5;A;America/New_York
LNY;Lanai;20.785.611;-156.951.419;1308;-10;N;Pacific/Honolulu
LOT;Lewis University Airport;41.606.326;-88.083.003;680;-6;A;America/Chicago
LOU;Bowman Fld;38.228;-85.663.722;546;-5;A;America/New_York
LOZ;London-Corbin Airport-MaGee Field;370.868.889;-840.773.889;1212;-5;A;America/New_York
LPC;Lompoc Airport;346.656;-1.204.675;88;-8;A;America/Los_Angeles
LPR;Lorain County Regional Airport;413.442.778;-821.776.389;793;-5;A;America/New_York
LPS;Lopez Island Airport;484.839;-122.938;209;-8;A;America/Los_Angeles
LRD;Laredo Intl;2.754.375;-99.461.556;508;-6;A;America/Chicago
LRF;Little Rock Afb;34.916.944;-92.149.722;311;-6;A;America/Chicago
LRO;Mount Pleasant Regional-Faison Field;325.387;-794.697;12;-5;A;NA
LRU;Las Cruces Intl;32.289.417;-106.921.972;4456;-7;A;America/Denver
LSE;La Crosse Municipal;43.878.986;-91.256.711;654;-6;A;America/Chicago
LSF;Lawson Aaf;32.337.322;-84.991.283;232;-5;A;America/New_York
LSV;Nellis Afb;36.236.197;-115.034.253;1870;-8;A;America/Los_Angeles
LTS;Altus Afb;34.667.067;-99.266.681;1382;-6;A;America/Chicago
LUF;Luke Afb;33.535;-11.238.306;1085;-7;A;America/Phoenix
LUK;Cincinnati Muni Lunken Fld;39.103.333;-84.418.611;483;-5;A;America/New_York
LUP;Kalaupapa Airport;21.211;-156.974;24;-10;A;Pacific/Honolulu
LUR;Cape Lisburne Lrrs;68.875.133;-166.110.022;12;-9;A;America/Anchorage
LVK;Livermore Municipal;3.741.362;-12.149.133;400;-8;A;America/Los_Angeles
LVM;Mission Field Airport;456.993.889;-1.104.483.056;4660;-7;A;America/Denver
LVS;Las Vegas Muni;35.654.222;-105.142.389;6877;-7;A;America/Denver
LWA;South Haven Area Regional Airport;423.511.944;-862.556.389;666;-5;A;America/New_York
LWB;Greenbrier Valley Airport;37.858.333;-80.399.444;2302;-5;U;America/New_York
LWC;Lawrence Municipal;39.009.167;-952.175;833;-6;A;America/Chicago
LWM;Lawrence Municipal Airport;427.171.944;-711.234.167;148;-5;A;America/New_York
LWS;Lewiston Nez Perce Co;463.745;-117.015.389;1442;-8;A;America/Los_Angeles
LWT;Lewistown Municipal Airport;470.493;-109.467;4170;-7;A;America/Denver
LXY;Mexia - Limestone County Airport;316.411.783;-965.144.594;544;-6;A;America/Chicago
LYH;Lynchburg Regional Preston Glenn Field;373.267;-792.004;938;-5;A;America/New_York
LYU;Ely Municipal;47.824.444;-91.830.833;1456;-6;A;America/Chicago
LZU;Gwinnett County Airport-Briscoe Field;339.780.761;-839.623.772;1061;-5;A;America/New_York
M94;Desert Aire;464.124;-1.195.518;586;-8;A;America/Los_Angeles
MAE;Madera Municipal Airport;369.886.111;-1.201.124.444;255;-8;A;America/Los_Angeles
MAF;Midland Intl;31.942.528;-102.201.914;2871;-6;A;America/Chicago
MBL;Manistee County-Blacker Airport;442.725;-86.246.944;621;-5;A;America/New_York
MBS;Mbs Intl;43.532.913;-84.079.647;668;-5;A;America/New_York
MCC;Mc Clellan Afld;38.667.639;-121.400.611;75;-8;A;America/Los_Angeles
MCD;Mackinac Island Airport;458.649.344;-84.637.344;740;-5;U;America/New_York
MCE;Merced Municipal Airport;37.284.722;-120.513.889;156;-8;A;America/Los_Angeles
MCF;Macdill Afb;27.849.339;-82.521.214;14;-5;A;America/New_York
MCG;McGrath Airport;629.529;-155.606;338;-9;A;America/Anchorage
MCI;Kansas City Intl;39.297.606;-94.713.905;1026;-6;A;America/Chicago
MCK;McCook Regional Airport;40.206.389;-100.592.222;2583;-6;A;America/Chicago
MCL;McKinley National Park Airport;63.732.757;-14.891.129;1720;-9;A;America/Anchorage
MCN;Middle Georgia Rgnl;3.269.285;-83.649.211;354;-5;A;America/New_York
MCO;Orlando Intl;28.429.394;-81.308.994;96;-5;A;America/New_York
MCW;Mason City Municipal;432.247;-934.067;1243;-6;A;America/Chicago
MDT;Harrisburg Intl;40.193.494;-76.763.403;310;-5;A;America/New_York
MDW;Chicago Midway Intl;41.785.972;-87.752.417;620;-6;A;America/Chicago
ME5;Banks Airport;441.653.889;-684.281.667;100;-5;A;America/New_York
MEI;Key Field;32.332.624;-88.751.868;297;-6;A;America/Chicago
MEM;Memphis Intl;35.042.417;-89.976.667;341;-6;A;America/Chicago
MER;Castle;37.380.481;-120.568.189;189;-8;A;America/Los_Angeles
MFD;Mansfield Lahm Regional;408.214.167;-825.166.389;1297;-5;A;America/New_York
MFE;Mc Allen Miller Intl;26.175.833;-98.238.611;107;-6;A;America/Chicago
MFI;Marshfield Municipal Airport;446.368.797;-901.893.267;1278;-6;A;America/Chicago
MFR;Rogue Valley Intl Medford;42.374.228;-1.228.735;1335;-8;A;America/Los_Angeles
MGC;Michigan City Municipal Airport;417.033;-868.211;500;-6;A;America/Chicago
MGE;Dobbins Arb;33.915.382;-84.516.319;1068;-5;A;America/New_York
MGJ;Orange County Airport;415.099.884;-742.646.444;364;-5;A;America/New_York
MGM;Montgomery Regional Airport;323.006.389;-863.939.722;221;-6;A;America/Chicago
MGR;Moultrie Municipal Airport;310.849.167;-8.380.325;294;-5;A;America/New_York
MGW;Morgantown Muni Walter L Bill Hart Fld;39.642.908;-79.916.314;1248;-5;A;America/New_York
MGY;Dayton-Wright Brothers Airport;395.889.722;-842.248.611;957;-5;U;America/New_York
MHK;Manhattan Reigonal;39.140.972;-96.670.833;1057;-6;A;America/Chicago
MHM;Minchumina Airport;63.886.111;-152.301.944;678;-9;A;America/Anchorage
MHR;Sacramento Mather;38.553.897;-121.297.592;96;-8;A;America/Los_Angeles
MHT;Manchester Regional Airport;42.932.556;-71.435.667;266;-5;A;America/New_York
MHV;Mojave;35.059.364;-118.151.856;2791;-8;A;America/Los_Angeles
MIA;Miami Intl;2.579.325;-80.290.556;8;-5;A;America/New_York
MIB;Minot Afb;48.415.572;-101.357.661;1668;-6;A;America/Chicago
MIC;Crystal Airport;450.343;-932.114;869;-6;A;America/Chicago
MIE;Delaware County Airport;402.424.722;-8.539.575;937;-5;U;America/New_York
MIV;Millville Muni;39.367.806;-75.072.222;85;-5;A;America/New_York
MKC;Downtown;391.275;-94.598.889;759;-6;A;America/Chicago
MKE;General Mitchell Intl;42.947.222;-87.896.583;723;-6;A;America/Chicago
MKG;Muskegon County Airport;431.695;-862.382;628;-5;A;America/New_York
MKK;Molokai;21.152.886;-157.096.256;454;-10;N;Pacific/Honolulu
MKL;Mc Kellar Sipes Rgnl;35.599.889;-88.915.611;434;-6;A;America/Chicago
MKO;Davis Fld;35.656.489;-95.366.656;612;-6;A;America/Chicago
MLB;Melbourne Intl;28.102.753;-80.645.258;33;-5;A;America/New_York
MLC;Mc Alester Rgnl;34.882.403;-95.783.463;770;-6;A;America/Chicago
MLD;Malad City;42.17;-112.289;4503;-7;A;America/Denver
MLI;Quad City Intl;41.448.528;-90.507.539;590;-6;A;America/Chicago
MLJ;Baldwin County Airport;33.154.225;-832.414.139;385;-5;A;America/New_York
MLL;Marshall Don Hunter Sr. Airport;618.646.418;-162.026.111;103;-9;A;America/Anchorage
MLS;Frank Wiley Field;46.428;-105.886;2630;-7;A;America/Denver
MLT;Millinocket Muni;45.647.836;-68.685.561;408;-5;A;America/New_York
MLU;Monroe Rgnl;32.510.864;-92.037.689;79;-6;A;America/Chicago
MLY;Manley Hot Springs Airport;649.975;-150.644.167;270;-9;A;America/Anchorage
MMH;Mammoth Yosemite Airport;37.624.049;-118.837.772;7128;-8;A;America/Los_Angeles
MMI;McMinn Co;3.539.919;-8.456.177;874;-5;N;America/New_York
MMU;Morristown Municipal Airport;4.079.935;-744.148.747;187;-5;A;America/New_York
MMV;Mc Minnville Muni;45.194.444;-123.135.944;163;-8;A;America/Los_Angeles
MNM;Menominee Marinette Twin Co;4.512.665;-87.638.443;625;-6;A;America/Chicago
MNT;Minto Airport;65.143.611;-149.37;460;-9;A;America/Anchorage
MNZ;Manassas;38.721.389;-77.515.556;192;-5;A;America/New_York
MOB;Mobile Rgnl;30.691.231;-88.242.814;219;-6;A;America/Chicago
MOD;Modesto City Co Harry Sham;37.625.817;-120.954.422;97;-8;A;America/Los_Angeles
MOT;Minot Intl;48.259.378;-101.280.333;1716;-6;A;America/Chicago
MOU;Mountain Village Airport;620.954;-163.682;337;-9;A;America/Anchorage
MPB;Miami Seaplane Base;257.783;-801.703;0;-5;A;America/New_York
MPI;MariposaYosemite;373.039;-1.200.222;2454;-8;A;America/Los_Angeles
MPV;Edward F Knapp State;44.203.503;-72.562.328;1165;-5;A;America/New_York
MQB;Macomb Municipal Airport;405.200.833;-906.523.889;707;-6;U;America/Chicago
MQI;Dare County Regional;355.514;-754.173;13;-5;A;America/New_York
MQT;Sawyer International Airport;46.353.611;-87.395.278;1221;-5;A;America/New_York
MRB;Eastern WV Regional Airport;392.407;-77.591;554;-5;A;America/New_York
MRI;Merrill Fld;61.213.544;-149.844.447;137;-9;A;America/Anchorage
MRK;Marco Islands;259.950.278;-816.725.278;5;-5;A;America/New_York
MRN;Foothills Regional Airport;358.202.336;-816.115.119;1270;-5;A;America/New_York
MRY;Monterey Peninsula;36.587;-121.842.944;257;-8;A;America/Los_Angeles
MSL;Northwest Alabama Regional Airport;347.453;-876.102;550;-6;A;America/Chicago
MSN;Dane Co Rgnl Truax Fld;43.139.858;-89.337.514;887;-6;A;America/Chicago
MSO;Missoula Intl;46.916.306;-114.090.556;3205;-7;A;America/Denver
MSP;Minneapolis St Paul Intl;44.881.956;-93.221.767;841;-6;A;America/Chicago
MSS;Massena Intl Richards Fld;44.935.833;-74.845.547;215;-5;A;America/New_York
MSY;Louis Armstrong New Orleans Intl;29.993.389;-90.258.028;4;-6;A;America/Chicago
MTC;Selfridge Angb;42.608.333;-828.355;580;-5;A;America/New_York
MTH;Florida Keys Marathon Airport;24.726.111;-81.051.389;7;-5;A;America/New_York
MTJ;Montrose Regional Airport;38.509.794;-107.894.242;5759;-7;A;America/Denver
MTM;Metlakatla Seaplane Base;55.131.111;-131.578.056;0;-9;A;America/Anchorage
MTN;Martin State;393.256.667;-764.137.778;22;-5;A;America/New_York
MUE;Waimea Kohala;20.001.328;-155.668.108;2671;-10;A;Pacific/Honolulu
MUI;Muir Aaf;40.434.811;-76.569.411;489;-5;A;America/New_York
MUO;Mountain Home Afb;43.043.603;-115.872.431;2996;-7;A;America/Denver
MVL;Morrisville Stowe State Airport;44.535;-72.614;732;-5;A;America/New_York
MVY;Martha\\'s Vineyard;41.391.667;-70.615.278;67;-5;A;America/New_York
MWA;Williamson Country Regional Airport;377.549.569;-890.110.936;472;-6;A;America/Chicago
MWC;Lawrence J Timmerman Airport;431.103.889;-880.344.167;745;-6;A;America/Chicago
MWH;Grant Co Intl;47.207.708;-11.932.019;1185;-8;A;America/Los_Angeles
MWL;Mineral Wells;32.781.606;-98.060.175;974;-6;A;America/Chicago
MWM;Windom Municipal Airport;439.134.017;-951.094.083;1410;-6;A;America/Chicago
MXF;Maxwell Afb;32.382.944;-86.365.778;171;-6;A;America/Chicago
MXY;McCarthy Airport;614.370.608;-14.290.307.372;1531;-9;U;America/Anchorage
MYF;Montgomery Field;324.759;117.759;17;8;A;Asia/Chongqing
MYL;McCall Municipal Airport;44.889.722;-116.101.389;5021;-7;A;America/Denver
MYR;Myrtle Beach Intl;3.367.975;-78.928.333;25;-5;A;America/New_York
MYU;Mekoryuk Airport;603.714;-166.271;48;-9;A;America/Anchorage
MYV;Yuba County Airport;390.553;-1.213.411;62;-8;A;America/Los_Angeles
MZJ;Pinal Airpark;32.509.722;-111.325.278;1893;-7;N;America/Phoenix
N53;Stroudsburg-Pocono Airport;410.358.717;-751.606.789;480;-5;A;America/New_York
N69;Stormville Airport;415.769.708;-737.323.514;358;-5;A;America/New_York
N87;Trenton-Robbinsville Airport;402.139.444;-746.017.778;118;-5;A;America/New_York
NBG;New Orleans Nas Jrb;29.825.333;-90.035;3;-6;A;America/Chicago
NBU;Naval Air Station;42.090.556;-878.225;653;-6;A;America/Chicago
NCN;Chenega Bay Airport;60.077.222;-147.991.944;72;-9;A;America/Anchorage
NEL;Lakehurst Naes;40.033.333;-74.353.333;103;-5;A;America/New_York
NEW;Lakefront;300.424.167;-9.002.825;7;-6;A;America/Chicago
NFL;Fallon Nas;39.416.584;-11.870.098;3934;-8;A;America/Los_Angeles
NGF;Kaneohe Bay Mcaf;21.450.453;-157.768;24;-10;A;Pacific/Honolulu
NGP;Corpus Christi NAS;27.692.701;-97.290.376;18;-6;A;America/Chicago
NGU;Norfolk Ns;36.937.644;-76.289.289;15;-5;A;America/New_York
NGZ;NAS Alameda;377.861;-1.223.186;10;-8;U;America/Los_Angeles
NHK;Patuxent River Nas;38.285.981;-76.411.781;39;-5;A;America/New_York
NIB;Nikolai Airport;63.010.833;-154.383.889;427;-9;A;America/Anchorage
NID;China Lake Naws;35.685.422;-117.692.039;2283;-8;A;America/Los_Angeles
NIP;Jacksonville Nas;30.235.834;-81.680.556;22;-5;A;America/New_York
NJK;El Centro Naf;32.829.222;-115.671.667;-42;-8;A;America/Los_Angeles
NKT;Cherry Point Mcas;34.900.872;-76.880.733;29;-5;A;America/New_York
NKX;Miramar Mcas;32.867.694;-11.714.175;478;-8;A;America/Los_Angeles
NLC;Lemoore Nas;36.333.012;-11.995.208;234;-8;A;America/Los_Angeles
NLG;Nelson Lagoon;560.075;-161.160.278;14;-9;A;America/Anchorage
NME;Nightmute Airport;60.471.111;-164.700.833;4;-9;A;America/Anchorage
NMM;Meridian Nas;32.552.083;-88.555.557;317;-6;A;America/Chicago
NNL;Nondalton Airport;59.966.944;-154.851.667;262;-9;A;America/Anchorage
NOW;Port Angeles Cgas;48.141.481;-123.414.075;13;-8;A;America/Los_Angeles
NPA;Pensacola Nas;30.352.656;-87.318.647;28;-6;A;America/Chicago
NPZ;Porter County Municipal Airport;414.539.722;-870.070.833;770;-6;A;America/Chicago
NQA;Millington Rgnl Jetport;35.356.667;-89.870.278;320;-6;A;America/Chicago
NQI;Kingsville Nas;27.507.223;-97.809.723;50;-6;A;America/Chicago
NQX;Key West Nas;24.575.834;-81.688.889;6;-5;A;America/New_York
NSE;Whiting Fld Nas North;30.724.167;-87.021.944;199;-6;A;America/Chicago
NTD;Point Mugu Nas;34.120.285;-11.912.094;13;-8;A;America/Los_Angeles
NTU;Oceana Nas;36.820.703;-76.033.542;22;-5;A;America/New_York
NUI;Nuiqsut Airport;70.21;-151.005.556;38;-9;A;America/Anchorage
NUL;Nulato Airport;64.729.444;-158.074.167;399;-9;A;America/Anchorage
NUP;Nunapitchuk Airport;60.905.833;-162.439.167;12;-9;A;America/Anchorage
NUQ;Moffett Federal Afld;37.416.142;-122.049.139;32;-8;A;America/Los_Angeles
NUW;Whidbey Island Nas;48.351.803;-122.655.906;47;-8;A;America/Los_Angeles
NXP;Twentynine Palms Eaf;34.296.161;-116.162.203;2051;-8;A;America/Los_Angeles
NXX;Willow Grove Nas Jrb;40.199.833;-75.148.167;358;-5;A;America/New_York
NY9;Long Lake;439.750.617;-7.442.044;1629;-5;A;America/New_York
NYC;All Airports;40.714.167;-74.005.833;31;-5;A;America/New_York
NYG;Quantico Mcaf;38.501.683;-77.305.333;11;-5;A;America/New_York
NZC;Cecil Field;302.187;-818.767;81;-5;A;America/New_York
NZJ;El Toro;33.676.132;-117.731.164;383;-8;A;America/Los_Angeles
NZY;North Island Nas;32.699.219;-11.721.531;26;-8;A;America/Los_Angeles
O03;Morgantown Airport;401.570.414;-758.704.892;600;-5;A;America/New_York
O27;Oakdale Airport;377.563.333;-1.208.001.944;237;-8;A;America/Los_Angeles
OAJ;Albert J Ellis;34.829.164;-77.612.139;94;-5;A;America/New_York
OAK;Metropolitan Oakland Intl;37.721.278;-122.220.722;9;-8;A;America/Los_Angeles
OAR;Marina Muni;36.681.878;-121.762.347;134;-8;A;America/Los_Angeles
OBE;County;27.265.833;-80.851.111;34;-5;A;America/New_York
OBU;Kobuk Airport;66.912.222;-156.897.222;137;-9;A;America/Anchorage
OCA;Key Largo;25.325.393;-80.274.775;8;-5;A;America/New_York
OCF;International Airport;291.725;-82.224.167;89;-5;A;America/New_York
OEB;Branch County Memorial Airport;419.335.691;-850.522.935;959;-5;A;America/New_York
OFF;Offutt Afb;41.118.332;-95.912.511;1052;-6;A;America/Chicago
OGG;Kahului;2.089.865;-156.430.458;54;-10;N;Pacific/Honolulu
OGS;Ogdensburg Intl;44.681.854;-754.655;297;-5;A;America/New_York
OJC;Johnson County Airport;385.051;-944.415;1096;-6;A;America/Chicago
OKC;Will Rogers World;35.393.089;-97.600.733;1295;-6;A;America/Chicago
